Address,Borough,Items_Accepted,Latitude,Longitude,Vendor_Name
219-16 Linden Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.695052,-73.740551,Helpsy
4643 3 Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.856992,-73.891366,Helpsy
266 Sand Ln,Staten Island,"Clothing, Shoes, Coats",40.593003,-74.068669,H&M Leasing Corp
795 Rockaway Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.660377,-73.908122,Usagain LLC
786 Burke Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.871032,-73.863678,County Recycling LLC
535 Morgan Ave,Brooklyn,"Clothing, Shoes, Coats, Towels",40.722544,-73.939197,Carecycle Inc
18 Church St,Manhattan,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.71039,-74.01173,H&M
1381 Atlantic Ave,Brooklyn,"Clothing, Shoes, Accessories",40.678665,-73.944353,Community Recycling LLC
321 W 110 St,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.801218,-73.95926,Green Tree Textiles at Morningside Park's Down to Earth Farmer's Market
840 E 233 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.891647,-73.852635,County Recycling LLC
2456 Richmond Ave,Staten Island,"Clothing, Shoes",40.588705,-74.16886,Planet Aid
200 4 Ave,Brooklyn,"Clothing, Shoes, Coats",40.678317,-73.982852,CHiPS
123-33 83 Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.711441,-73.827266,Usagain LLC
West Side of Bell Blvd and Horace Harding Expy,Queens,"clothing, shoes, coats",40.74777,-73.76189,H&M Leasing Corp
1035 Madison Ave,Manhattan,Contact store for details,40.776439,-73.961828,J. Crew
3301 Laconia Ave,Bronx,"Clothing, Shoes, Coats",40.87318,-73.855744,Emmanuel Seventh Day Church
28-28 College Point Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.772249,-73.845329,County Recycling LLC
122-20 Merrick Blvd,Queens,"Clothing, Shoes",40.682924,-73.769206,Usagain LLC
3352 Olinville Ave,Bronx,"Clothing, Shoes",40.874607,-73.86791,Usagain LLC
505 5th Avenue,Manhattan,"Clothing & home textiles from any brand, in clean & dry condition. Bring in your items and receive 10% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.75359,-73.98046,& Other Stories
1755 Coney Island Ave,Brooklyn,"Clothing, Shoes, Accessories",40.614504,-73.962823,Community Recycling LLC
139 Wooster St,Manhattan,Contact store for details,40.725878,-73.999968,The North Face
683 Henderson Ave,Staten Island,"Clothing, Coats, Shoes, Towels, Bedding",40.637401,-74.115219,Pro Youth Recreation and Family Center Inc.
410 West 40Th St,Manhattan,"Clothing, Shoes, Coats",40.757224,-73.99433,"Rauschenbusch Metro Ministries, Inc"
2276 Westchester Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.834648,-73.84892,County Recycling LLC
3915 Neptune Ave,Brooklyn,"Clothing, Shoes, Coats",40.576531,-74.008549,Housing for Homeless Seniors (Met Council on Jewish Poverty)
147-32 Sanford Ave 2nd Fl,Queens,Clothing,40.759796,-73.815973,The Bridge to Life
90-15 Queens Blvd,Queens,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.7345355,-73.870472,H&M
168 AveB,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.727263,-73.979858,Church of Good Deeds
1111 Hylan Blvd,Staten Island,"Clothing, Shoes",40.598829,-74.079718,Planet Aid
2485 Richmond Avenue,Staten Island,Shoes,40.5870372,-74.166918,DSW
108-46 Merrick Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.697439,-73.785428,Helpsy
691 Co-Op City Blvd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.880725,-73.825181,County Recycling LLC
109-60 202nd St,Queens,"Clothing, Shoes, Coats",40.706181,-73.755664,Blanche Community Progress Day Care Center
2038 Davidson Ave,Bronx,"Clothing, Shoes, Coats",40.853564,-73.908472,"The Davidson Community Center, Inc."
19502 Sagamore Ave,Queens,"Clothing, Shoes",40.7109,-73.76505,Usagain LLC
29-16 Ditmars Blvd,Queens,Contact store for details,40.776345,-73.91148,Buffalo Exchange
6423 Ft Hamilton Pkwy,Brooklyn,"Clothing, Shoes, Coats, Towels",40.630533,-74.00842,Carecycle Inc
2529 86 St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.597465,-73.986435,Helpsy
442 Throop Ave,Brooklyn,"Clothing, Shoes",40.688799,-73.942388,Usagain LLC
1772 Rockaway Pkwy,Brooklyn,"Clothing, Shoes",40.638037,-73.894893,Usagain LLC
950 Allerton Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.865137,-73.859022,Helpsy
741 Glenmore Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.675473,-73.882852,Helpsy
1667 Amsterdam Ave,Manhattan,"Clothing, Shoes, Coats, Accessories",40.823538,-73.948635,Queen's Vintage Palace
3705 Church Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.651382,-73.942576,Helpsy
147-36 Brookville Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.656245,-73.745231,Helpsy
4402 ASTORIA BLVD,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels , Coats, Rugs",40.76802,-73.907,USAGAIN LLC
1154 Clarkson Ave,Brooklyn,"Clothing, Shoes, Coats, Towels",40.660729,-73.920332,Carecycle Inc
139 Flatbush Ave,Brooklyn,Shoes,40.684484,-73.977482,DSW
575 8 Ave 16 Fl,Manhattan,"Clothing, Shoes, Bedding And Linens, Coats, Accessories",40.754986,-73.991803,Urban Pathways
615 Jackson Ave,Bronx,"Clothing, Shoes",40.815043,-73.908703,Usagain LLC
3902 Ave U,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.607889,-73.924949,Usagain LLC
195 Court St,Brooklyn,They only accept T-shirts with the exception of any made of spandex. Can receive $5 credit for each tee up to $25.,40.6874205,-73.993194,Marine Layer
315 Wyckoff Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.700193,-73.911756,Coalition for Hispanic Family Services
10 Columbus Circle,Manhattan,Contact store for details,40.768553,-73.983187,Madewell
142-32 Foch Blvd,Queens,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.678839,-73.798413,American Recycling Technologies Inc.
1065 Beach Ave,Bronx,"Clothing, Shoes",40.827014,-73.865567,Usagain LLC
47-24 30 Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.760837,-73.908787,Helpsy
928 E 215 St,Bronx,"Clothing, Shoes",40.878511,-73.85764,Usagain LLC
6571 Broadway,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.907731,-73.896931,Helpsy
900 Nostrand Ave,Brooklyn,"Clothing, Shoes, Accessories",40.667323,-73.950884,Community Recycling LLC
121-02 Irwin Pl,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.684195,-73.769464,Helpsy
207 Ralph Ave,Brooklyn,"Clothing, Coats, Shoes, Towels, Bedding",40.682516,-73.92241,Unity Faith Outreach
2113 1st Ave,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.791419,-73.93905,Green Tree Textiles at East River Harvest Home Farmer's Market
1826 E Chester Rd,Bronx,"Clothing, Shoes",40.849812,-73.844595,Planet Aid
1250 Waters Pl,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.853043,-73.838874,Helpsy
1745 Forest Ave,Staten Island,"Clothing, Shoes",40.625225,-74.147003,Usagain LLC
113-45 Farmers Blvd,Queens,"Clothing, Shoes",40.698208,-73.762073,Usagain LLC
395 West Broadway,Manhattan,Contact store for details,40.724134,-74.001895,Eileen Fisher
1890 Flatbush Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.623508,-73.938141,Helpsy
250 Vesey St,Manhattan,Contact store for details,40.71373,-74.01526,J. Crew
101-05 37 Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.752955,-73.866002,Helpsy
385 Mcdonald Ave,Brooklyn,"Clothing, Shoes, Coats",40.644526,-73.979376,The Kensington (CAMBA)
496 Driggs Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.718529,-73.95524,Monk Vintage
1102 Myrtle Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.696638,-73.936258,Helpsy
975 Nostrand Ave,Brooklyn,"Clothing, Shoes, Accessories",40.664803,-73.950402,Community Recycling LLC
225-01 Merrick Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.677548,-73.744518,Helpsy
500 Ridgewood Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.685742,-73.870437,Helpsy
2435 Hylan Blvd,Staten Island,"Clothing, Shoes, Accessories",40.572043,-74.108787,Community Recycling LLC
351 E 74 St,Manhattan,"Clothing, Shoes, Coats",40.769518,-73.955499,Urban Outreach Center at Jan Hus Presbyterian Church
2383 2 Ave,Manhattan,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels, Fabric",40.794065,-73.927164,Unidos Si Se Puede
227 Bowery,Manhattan,"Clothing, Shoes, Coats",40.721956,-73.992805,Bowery Mission
301 West 125th Street,Manhattan,Shoes,40.8105504,-73.951473,DSW
81-15 164 St,Queens,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.720033,-73.803736,Queens Centers For Progress
1150 Utica Ave,Brooklyn,"Clothing, Shoes, Accessories",40.644747,-73.92997,Community Recycling LLC
88-11 Liberty Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.680141,-73.850362,Helpsy
92 5th Ave,Brooklyn,Contact store for details,40.680212,-73.97821,beacon's closet
597 E 16 St,Brooklyn,"Clothing, Shoes, Accessories",40.635643,-73.962207,Community Recycling LLC
1127 Richmond Terrace,Staten Island,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.645334,-74.108558,Helpsy
5100 Kings Plaza,Brooklyn,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.610045,-73.921285,H&M
153A Johnson Ave,Brooklyn,"Clothing, Shoes, Accessories",40.706609,-73.944246,Trinity Human Service Corporation
91 5 Ave,Manhattan,Contact store for details,40.73757,-73.991956,J. Crew
2 Weirfield St,Brooklyn,"Clothing, Shoes, Coats",40.686139,-73.915773,H&M Leasing Corp
2509 Victory Blvd,Staten Island,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.610427,-74.146636,American Recycling Technologies Inc.
1115 Pennsylvania Ave,Brooklyn,"Clothing, Shoes, Accessories",40.653591,-73.886464,Community Recycling LLC
106-38 150Th St,Queens,"Clothing, Shoes, Coats, Bedding And Linens, Accessories",40.694999,-73.801271,Restfull Nights Corporation Inc.
2280 Tillotson Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.882375,-73.826353,County Recycling LLC
550 Broadway,Manhattan,"Clothing, Shoes, Purses, Gloves, Scarves, Hats, belts, Towels, Curtains, Bedding and Linens. Clean Rags and Torn Clothing",40.72355,-73.99804,Banana Republic
4141 Laconia Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.888281,-73.847006,County Recycling LLC
1 River Pl 1406,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.760992,-74.000229,Church of Good Deeds
547 Chester St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.658153,-73.908448,Helpsy
1360 Fulton St,Brooklyn,"Clothing, Shoes, Coats",40.679757,-73.946614,CAMBA at Brooklyn Community Pride Center
3350 Atlantic Ave,Brooklyn,"Clothing, Shoes, Accessories",40.681137,-73.872608,Community Recycling LLC
2734 Jerome Ave,Bronx,"Clothing, Shoes",40.868943,-73.895886,Usagain LLC
510 5 Ave,Manhattan,Contact store for details,40.754135,-73.980845,The North Face
123-12 101 Ave,Queens,"Clothing, Shoes",40.690857,-73.82201,Usagain LLC
140 Bay St,Staten Island,"Clothing, Shoes, Accessories, Coats",40.638925,-74.07607,Every Thing Goes Thrift & Vintage Clothing
9612 Seaview Ave,Brooklyn,"Clothing, Shoes",40.633363,-73.889937,Usagain LLC
429 W 127th St,Manhattan,"Clothing, Shoes, Coats",40.813452,-73.954513,African Services Committee
2077 Southern Blvd,Bronx,"Clothing, Shoes",40.845681,-73.885003,Usagain LLC
280 Ralph Ave,Brooklyn,"Clothing, Shoes, Coats",40.67944,-73.922541,Breevort Senior Club
3563 Boston Rd,Bronx,"Clothing, Shoes",40.878459,-73.844572,Usagain LLC
316 Bleecker St.,Manhattan,They only accept T-shirts with the exception of any made of spandex. Can receive $5 credit for each tee up to $25.,40.7329645,-74.004162,Marine Layer
1413 Edward L. Grant Hwy,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.842158,-73.922885,Helpsy
40 East 14th Street,Manhattan,Shoes,40.7349156,-73.991592,DSW
2115 Pitkin Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.672388,-73.894324,Helpsy
85-10 Northern Blvd,Queens,"Clothing, Shoes, Coats, Towels",40.755638,-73.881904,Carecycle Inc
426 Columbus Ave,Manhattan,Contact store for details,40.783046,-73.975083,Patagonia
760 Castle Hill Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.822251,-73.848316,County Recycling LLC
4203 Hylan Blvd,Staten Island,"Clothing, Shoes, Accessories",40.537774,-74.150581,Community Recycling LLC
78-08 51 Ave,Queens,"Clothing, Shoes",40.737043,-73.885057,Usagain LLC
169 Victory Blvd,Staten Island,"Clothing, Shoes, Accessories",40.636869,-74.081714,Community Recycling LLC
1430 Broadway,Manhattan,"Clothing, Shoes, Coats",40.753894,-73.98642,Life Adjustment Center
67-20 Main St,Queens,"Clothing, Shoes, Accessories",40.732849,-73.825539,Community Recycling LLC
162-35 N Conduit Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6682344,-73.772245,HELPSY
497-501 Fulton St,Brooklyn,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.69084,-73.98513,H&M
3920 27th St,Queens,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.753954,-73.936746,9 Million Reasons
1685 Utica Ave,Brooklyn,"Clothing, Shoes",40.631134,-73.92782,Usagain LLC
211-60 Hillside Ave,Queens,"Clothing, Shoes",40.724434,-73.754131,Usagain LLC
5 FINGERBOARD RD,Staten Island,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.609385,-74.0630097,USAGAIN LLC
202 Beach 30 St,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.594966,-73.76255,Helpsy
4521 7 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.644602,-74.003227,Helpsy
2317 Coney Island Ave,Brooklyn,"Clothing, Shoes, Accessories",40.60036,-73.961032,Community Recycling LLC
111-06 Van Wyck Expy,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68391,-73.807099,Helpsy
219-03 n CONDUIT Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66682,-73.75704,USAGAIN LLC
50 Hudson St,Manhattan,Contact store for details,40.717341,-74.008735,J. Crew
1811 Victor St,Bronx,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels",40.84534,-73.867302,"J&S CARING FOOD PANTRY, INC"
125 Kings Hwy,Brooklyn,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.606276,-73.986653,American Recycling Technologies Inc.
535 E 170 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.835176,-73.902454,Helpsy
1387 Boston Rd,Bronx,"Clothing, Shoes",40.833344,-73.897448,Usagain LLC
53-04 Corona Ave,Queens,"Clothing, Shoes, Accessories",40.742474,-73.86814,Community Recycling LLC
207-209 East Broadway,Manhattan,"Clothing, Shoes, Coats",40.714012,-73.987725,"Vision Urbana, Inc."
224-04 Braddock Ave,Queens,"Clothing, Shoes",40.727504,-73.732639,Usagain LLC
1579 Forest Ave,Staten Island,"Clothing, Shoes",40.624868,-74.140466,Usagain LLC
234 Wythe Ave,Brooklyn,Contact store for details,40.717748,-73.962754,J. Crew
1806 Decatur St,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.697494,-73.898118,Helpsy
13-61 Beach Channel Dr,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.607027,-73.754911,Helpsy
1090 Bay St,Staten Island,"Clothing, Shoes, Accessories",40.616243,-74.068038,Bay Street Thrift
630 9th Ave,Manhattan,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.759987,-73.991234,Bra*Tenders
1804 Ralph Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats, Rugs",40.633112,-73.919042,Usagain LLC
262-10 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.737573,-73.705787,Helpsy
179-02 Union Tpke,Queens,"Clothing, Shoes",40.726486,-73.788865,Usagain LLC
9111 4 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.618626,-74.029576,Helpsy
597 New Jersey Ave,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.66453,-73.89273,HELPSY
187-20 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.714738,-73.774451,Friendship Circle
2730 Bruckner Blvd,Bronx,"Clothing, Shoes, Coats",40.829681,-73.833052,Throggs Neck Community Church
115 5 Ave,Manhattan,Contact store for details,40.7389032,-73.991223,Madewell
2552 Linden Blvd,Brooklyn,"Clothing, Shoes",40.667439,-73.870092,Usagain LLC
3031 Bailey Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.877364,-73.903488,Helpsy
135-32 38 Ave,Queens,"Clothing, Shoes, Coats",40.760477,-73.831461,La Jornada
1982 Utica Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62329,-73.927698,Helpsy
140 W 72nd St,Manhattan,Used Athletic Shoes collected on behalf of MORE Foundation.,40.7778115,-73.980397,JackRabbit
265 Nagle Ave,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.86306,-73.920248,Helpsy
1656 E 233 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.888128,-73.827823,County Recycling LLC
32-14 31 St,Queens,"Clothing, Shoes, Coats, Towels",40.76155,-73.9261,Carecycle Inc
1339 Dekalb Ave,Brooklyn,"Clothing, Shoes, Accessories, Coats",40.698586,-73.92512,GG's Social Trade & Treasure Club
235 Schaefer St,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.69103,-73.90683,HELPSY
717 RICHMOND RD,Staten Island,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6096987,-74.090249,USAGAIN LLC
1280 Allerton Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.864964,-73.849373,Helpsy
162-10 Highland Ave,Queens,"Clothing, Shoes, Coats",40.709872,-73.800042,First United Methodist Church of Jamaica
1065 E 163 St,Bronx,"Clothing, Shoes",40.821211,-73.890741,Usagain LLC
130-15 14 Ave,Queens,"Clothing, Shoes",40.786132,-73.837737,Usagain LLC
129-19 Guy R Brewer Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.677381,-73.778207,Helpsy
61-04 Fresh Pond Rd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.714346,-73.901351,Helpsy
632 Grand Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.676788,-73.963213,Helpsy
475 Castle Hill Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.816649,-73.847948,County Recycling LLC
314 Mcdonald Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.646293,-73.980386,Helpsy
86-24 Whitney Ave,Queens,"Clothing, Shoes",40.741903,-73.87828,Usagain LLC
9408 3 Ave,Brooklyn,"Clothing, Shoes, Coats, Towels",40.617692,-74.033776,Carecycle Inc
410 W 207 St,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.863806,-73.918438,County Recycling LLC
3485 Neptune Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.57741,-74.001826,Helpsy
22 Brienna Court,Staten Island,Clothing,40.538245,-74.240117,Where to Turn
328 Bowery,New York,"Clothing & shoes. Bring in your unwanted items & receive 20% off a new pair of full-price shoes. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.7256243,-73.99253,Kenneth Cole
208 8 Ave,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.743695,-73.99921,The Salvation Army Of Greater New York
134-15 Rockaway Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.674717,-73.803526,Helpsy
4353 Broadway,Manhattan,"Clothing, Shoes",40.853519,-73.934332,Usagain LLC
198-15 Horace Harding Expy,Queens,"Clothing, Shoes, Coats, Towels",40.743923,-73.777347,Carecycle Inc
217-20 Linden Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.695418,-73.741981,Helpsy
200 Arden Ave,Staten Island,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.554069,-74.192808,American Recycling Technologies Inc.
910 Richmond Rd,Staten Island,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.604574,-74.092306,Christian Pentecostal Church
3455 3 Ave,Bronx,"Clothing, Shoes",40.829788,-73.906782,Usagain LLC
2807 86 St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.593051,-73.978641,Helpsy
313 Bowery St,Manhattan,Contact store for details,40.725124,-73.991864,Patagonia
1047 Amsterdam Ave,Manhattan,"Clothing, Shoes, Coats",40.803882,-73.961885,Cathedral Community Cares
197-08 Hillside Ave,Queens,"Clothing, Shoes",40.718418,-73.764851,Usagain LLC
218-35 Hempstead Ave,Queens,"Clothing, Shoes, Coats, Towels",40.713987,-73.736984,Carecycle Inc
Bell Blvd and Horace Harding Expy,Queens,"Clothing, Shoes, Coats",40.747234,-73.761404,H&M Leasing Corp
1730 SHORE PARKWAY,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.59355,-73.99746,Green Tree Charity
1764 University Ave,Bronx,"Clothing, Shoes",40.849261,-73.916477,Usagain LLC
1674 3 Ave,Manhattan,"Clothing, Shoes, Coats, Accessories",40.783861,-73.9507,Unique Boutique
137-61 Northern Blvd,Queens,"Clothing, Shoes",40.764061,-73.829195,Usagain LLC
1834 3 Ave,Manhattan,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.788706,-73.947072,St. Cecilia’s Thrift Store
9616 Flatlands Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.643225,-73.900639,Helpsy
1768 St. Johns Place,Brooklyn,"Clothing, Shoes, Coats",40.669599,-73.918488,Other People in Need
1416 Unionport Rd,Bronx,"Clothing, Shoes",40.834958,-73.854354,Usagain LLC
239 Union Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.707663,-73.950769,Helpsy
77-00 Queens Blvd,Queens,"Clothing, Shoes, Accessories",40.738083,-73.886102,Community Recycling LLC
175-35 Hillside Ave,Queens,"Clothing, Shoes",40.712274,-73.786717,Usagain LLC
9400 Ditmars Boulevard,Queens,"Clothing, Coats, Shoes, Towels, Bedding",40.769634,-73.875679,CAMBA
112-15 Beach Channel Dr,Queens,"Clothing, Shoes, Coats",40.58198,-73.835014,H&M Leasing Corp
248-27 UNION Tpke,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels , Coats, Rugs",40.74296,-73.72144,USAGAIN LLC
240-06 Braddock Ave,Queens,"Clothing, Shoes",40.726198,-73.728115,Usagain LLC
663 64th St,Brooklyn,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.634867,-74.01423,Holding Hands Ministries
333 Seneca Ave,Queens,"Clothing, Shoes, Coats",40.707652,-73.915418,H&M Leasing Corp
163-30 Cross Bay Blvd,Queens,"Clothing, Shoes, Coats, Towels",40.651617,-73.838506,Carecycle Inc
1472 Broadway,Manhattan,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.75607,-73.98583,H&M
800 Barretto St,Bronx,"Clothing, Shoes, Coats",40.816852,-73.88952,BronxWorks - The Living Room
231-02 Mentone Ave,Queens,"Clothing, Shoes, Coats",40.666594,-73.745005,Love Covenant Church of God in Christ
40-08 30 Ave,Queens,"Clothing, Shoes",40.763472,-73.914397,Usagain LLC
3123 Atlantic Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.679582,-73.880067,Helpsy
14402 Northern Boulevard,Queens,"Clothing, Shoes, Coats, Accessories",40.764358,-73.82314,Bayside Thrift Shop
2245 Coleman St,Brooklyn,"Clothing, Shoes",40.608082,-73.923301,Planet Aid
1810 Victory Blvd,Staten Island,"Clothing, Shoes",40.612753,-74.123728,Planet Aid
1006 E 151st St,Bronx,"Clothing, Shoes, Coats",40.81411,-73.904083,United Bronx Parents
113-21 Merrick Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.692074,-73.779133,Helpsy
6424 4 Ave,Brooklyn,"Clothing, Shoes",40.638293,-74.021555,Usagain LLC
487 Columbus Ave,Manhattan,"Clothing, Shoes, Coats, Accessories",40.784694,-73.97311,Unique Boutique Thrift Shop
146 E 98 St,Brooklyn,"Clothing, Shoes, Coats",40.663327,-73.921561,H&M Leasing Corp
2173 Grand Concourse,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.855307,-73.901773,Helpsy
596 City Island Ave,Bronx,"Clothing, Shoes, Coats, Accessories",40.854477,-73.790536,St Mary Star of the Sea City Island
3095 Avenue U,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.601728,-73.935514,Helpsy
411 East 143 St,Bronx,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.812195,-73.919793,"ST. MARY'S DEVELOPMENT CENTER FOR CHILDREN AND FAMILIES, INC."
487 Hudson StLower,Manhattan,"Clothing, Shoes, Accessories",40.732586,-74.006704,St. Luke's Thrift Shop
224 25 St,Brooklyn,"Clothing, Shoes",40.659578,-73.997061,Usagain LLC
